59,A2B6WQG0A9CKXQ,"[&#39;2010s&#39;, &#39;➕&#39;, &#39;Superhero&#39;]",I want that Superhero Movie I think it was released in 2017
70,A31X9CV1UWZV8Z,"[&#39;2010s&#39;, &#39;➕&#39;, &#39;Superhero&#39;]",I'm looking for superhero movies from the 2010s
83,AFU00NU09CFXE,"[&#39;2010s&#39;, &#39;➕&#39;, &#39;Superhero&#39;]",what movies are good that include just superheroes from 2010 up to today
97,A18V2X9VHAVWE7,"[&#39;2010s&#39;, &#39;➕&#39;, &#39;Superhero&#39;]",and I do believe he's a superhero
106,A3UQM89QJ1V6M4,"[&#39;2010s&#39;, &#39;➕&#39;, &#39;Superhero&#39;]",find a movie that's in 2010 and is a superhero movie
119,AR8O1107OAW4V,"[&#39;2010s&#39;, &#39;➕&#39;, &#39;Superhero&#39;]",find movie set in the 2010s with a superhero in it
131,ACIZKR30ALBE5,"[&#39;2010s&#39;, &#39;➕&#39;, &#39;Superhero&#39;]",Alexa can you please find 2010's superhero movies
142,A3IYDY7TO808Z3,"[&#39;2010s&#39;, &#39;➕&#39;, &#39;Superhero&#39;]",can you find me recent superhero movies
155,A2KI7W45F6HRVY,"[&#39;2010s&#39;, &#39;➕&#39;, &#39;Superhero&#39;]",I'm looking for a superhero movie that was made in the 2010s
168,A23FMTVKQEYCMW,"[&#39;2010s&#39;, &#39;➕&#39;, &#39;Superhero&#39;]",I would like to see a Superhero Movie from 2010
177,A2E8RRV64NGTW4,"[&#39;2010s&#39;, &#39;➕&#39;, &#39;Superhero&#39;]",I want to watch superhero movies that were released in 2010 or later
65,A2B6WQG0A9CKXQ,"[&#39;Best&#39;, &#39;➕&#39;, &#39;&gt;2000&#39;]",what are the five best movies from the 2000
74,A31X9CV1UWZV8Z,"[&#39;Best&#39;, &#39;➕&#39;, &#39;&gt;2000&#39;]",what are the best movies
86,AFU00NU09CFXE,"[&#39;Best&#39;, &#39;➕&#39;, &#39;&gt;2000&#39;]",what are the best movies from 2000 to today
109,A3UQM89QJ1V6M4,"[&#39;Best&#39;, &#39;➕&#39;, &#39;&gt;2000&#39;]",that's the best of before 2000
100,A18V2X9VHAVWE7,"[&#39;Best&#39;, &#39;➕&#39;, &#39;&gt;2000&#39;]",60 mm
122,AR8O1107OAW4V,"[&#39;Best&#39;, &#39;➕&#39;, &#39;&gt;2000&#39;]",I want to see the best movie in the year 2000 or later
136,ACIZKR30ALBE5,"[&#39;Best&#39;, &#39;➕&#39;, &#39;&gt;2000&#39;]",Alexa can you please find the best films from point Alexa can you find the best films from 2000 until today
146,A3IYDY7TO808Z3,"[&#39;Best&#39;, &#39;➕&#39;, &#39;&gt;2000&#39;]",can you find me the best movies for the last 10 years
158,A2KI7W45F6HRVY,"[&#39;Best&#39;, &#39;➕&#39;, &#39;&gt;2000&#39;]",what is the best movie that was made after 2000
174,A23FMTVKQEYCMW,"[&#39;Best&#39;, &#39;➕&#39;, &#39;&gt;2000&#39;]",what is the best movies from the year 2000
182,A2E8RRV64NGTW4,"[&#39;Best&#39;, &#39;➕&#39;, &#39;&gt;2000&#39;]",I'm looking for the best film of the 2000s and on
54,A2B6WQG0A9CKXQ,[&#39;Brad Pitt&#39;],yeah I'd like that one movie with Brad Pitt
61,A31X9CV1UWZV8Z,[&#39;Brad Pitt&#39;],I'm looking for a movie starring Brad Pitt
78,AFU00NU09CFXE,[&#39;Brad Pitt&#39;],what can you recommend that has Brad Pitt in it
102,A3UQM89QJ1V6M4,[&#39;Brad Pitt&#39;],find movie with Brad Pitt in
93,A18V2X9VHAVWE7,[&#39;Brad Pitt&#39;],Target
115,AR8O1107OAW4V,[&#39;Brad Pitt&#39;],show me films with Brad Pitt
127,ACIZKR30ALBE5,[&#39;Brad Pitt&#39;],Alexa can you find films with Brad Pitt starring in them
135,A3IYDY7TO808Z3,[&#39;Brad Pitt&#39;],can you show me movies that have Brad Pitt in them
151,A2KI7W45F6HRVY,[&#39;Brad Pitt&#39;],I'm looking for a Brad Pitt movie
171,A2E8RRV64NGTW4,[&#39;Brad Pitt&#39;],I want to find a movie starring Brad Pitt
164,A23FMTVKQEYCMW,[&#39;Brad Pitt&#39;],I would like to watch a comedy
53,A2B6WQG0A9CKXQ,[&#39;comedy&#39;],I'd like a comedy movie
58,A31X9CV1UWZV8Z,[&#39;comedy&#39;],I am looking for a comedy
64,A21SIPO89DP66I,[&#39;comedy&#39;],I'm looking to see if there's any new funny movies out hello
91,A18V2X9VHAVWE7,[&#39;comedy&#39;],
92,A18V2X9VHAVWE7,[&#39;comedy&#39;],comedy movies
101,A3UQM89QJ1V6M4,[&#39;comedy&#39;],find a comedy
76,AFU00NU09CFXE,[&#39;comedy&#39;],I'm looking for a comedy I want something that will make me laugh
113,ACSS93E03ZUGX,[&#39;comedy&#39;],I'd like to find a comedy movie to watch
114,AR8O1107OAW4V,[&#39;comedy&#39;],I'm looking for a funny movie
126,ACIZKR30ALBE5,[&#39;comedy&#39;],Alexa can you please find me comedy movies from the 1990s
133,A3IYDY7TO808Z3,[&#39;comedy&#39;],can you find me some comedy movies to watch
150,A2KI7W45F6HRVY,[&#39;comedy&#39;],can you help me find a good comedy movie
169,A2E8RRV64NGTW4,[&#39;comedy&#39;],I'm looking for some comedy films
162,A23FMTVKQEYCMW,[&#39;comedy&#39;],please find a funny comedy movie
163,A23FMTVKQEYCMW,[&#39;comedy&#39;],I would like to watch a comedy
60,A2B6WQG0A9CKXQ,[&#39;explosion&#39;],I'm looking for a movie with an explosion
107,A3UQM89QJ1V6M4,[&#39;explosion&#39;],find a movie with a big explosion
72,A31X9CV1UWZV8Z,[&#39;explosion&#39;],looking for a movie with a lot of explosion
84,AFU00NU09CFXE,[&#39;explosion&#39;],I'm in the mood to see a movie with a really good explosion
98,A18V2X9VHAVWE7,[&#39;explosion&#39;],explosion
120,AR8O1107OAW4V,[&#39;explosion&#39;],find something with an explosion
132,ACIZKR30ALBE5,[&#39;explosion&#39;],Alexa can you find films that have good explosion scenes
144,A3IYDY7TO808Z3,[&#39;explosion&#39;],can you find me a movie with lots of explosions in it
170,A23FMTVKQEYCMW,[&#39;explosion&#39;],I would love to see a movie with explosions
178,A2E8RRV64NGTW4,[&#39;explosion&#39;],I want to watch a movie with a lot of explosions
156,A2KI7W45F6HRVY,[&#39;explosion&#39;],I'm looking for a movie with explosions in it
57,A2B6WQG0A9CKXQ,[&#39;France&#39;],looking for French movie
68,A31X9CV1UWZV8Z,[&#39;France&#39;],I'm looking for movies from France
82,AFU00NU09CFXE,[&#39;France&#39;],what movies are there that have been made in France that have actors or directors from France
96,A18V2X9VHAVWE7,[&#39;France&#39;],France
105,A3UQM89QJ1V6M4,[&#39;France&#39;],look for a movie based in France
118,AR8O1107OAW4V,[&#39;France&#39;],show me movies with France in them
130,ACIZKR30ALBE5,[&#39;France&#39;],Alexa can you find films about France
140,A3IYDY7TO808Z3,[&#39;France&#39;],can you find movies that are based in France
154,A2KI7W45F6HRVY,[&#39;France&#39;],can you find me a movie that was filmed in France
167,A23FMTVKQEYCMW,[&#39;France&#39;],I would like to see a movie from Prince
176,A2E8RRV64NGTW4,[&#39;France&#39;],I'm looking for some French films to watch
55,A2B6WQG0A9CKXQ,[&#39;interesting characters&#39;],I'm looking for a movie with really interesting characters and an interesting plot
63,A31X9CV1UWZV8Z,[&#39;interesting characters&#39;],I'm looking for a movie with interesting characters
80,AFU00NU09CFXE,[&#39;interesting characters&#39;],I'm in the mood for a movie was really interesting characters
94,A18V2X9VHAVWE7,[&#39;interesting characters&#39;],Anderson characters
103,A3UQM89QJ1V6M4,[&#39;interesting characters&#39;],find a movie with interesting characters
116,AR8O1107OAW4V,[&#39;interesting characters&#39;],show me something with interesting characters
128,ACIZKR30ALBE5,[&#39;interesting characters&#39;],Alexa can you please find movies with interesting character portrayals
137,A3IYDY7TO808Z3,[&#39;interesting characters&#39;],what are some movies that have interesting characters
152,A2KI7W45F6HRVY,[&#39;interesting characters&#39;],I'm looking for a movie with interesting characters that my children might like
165,A23FMTVKQEYCMW,[&#39;interesting characters&#39;],interesting characters
173,A2E8RRV64NGTW4,[&#39;interesting characters&#39;],I'm looking for a movie with some interesting characters
62,A2B6WQG0A9CKXQ,[&#39;popular&#39;],find me the most popular movies of 2016
73,A31X9CV1UWZV8Z,[&#39;popular&#39;],show me popular movies
85,AFU00NU09CFXE,[&#39;popular&#39;],what is the most popular movies out right now
99,A18V2X9VHAVWE7,[&#39;popular&#39;],popular
108,A3UQM89QJ1V6M4,[&#39;popular&#39;],find a popular movie
121,AR8O1107OAW4V,[&#39;popular&#39;],just find something popular
134,ACIZKR30ALBE5,[&#39;popular&#39;],I like the can you please find popular movies
145,A3IYDY7TO808Z3,[&#39;popular&#39;],what movies are popular right now
157,A2KI7W45F6HRVY,[&#39;popular&#39;],what is the most popular movie out there now
180,A2E8RRV64NGTW4,[&#39;popular&#39;],I'm looking for the most popular movie right now
172,A23FMTVKQEYCMW,[&#39;popular&#39;],what is the most popular movie right now
56,A2B6WQG0A9CKXQ,[&#39;Titanic&#39;],Titanic with Leonardo DiCaprio and Kate Winslet
66,A31X9CV1UWZV8Z,[&#39;Titanic&#39;],Play the movie Titanic
95,A18V2X9VHAVWE7,[&#39;Titanic&#39;],Titanic
81,AFU00NU09CFXE,[&#39;Titanic&#39;],I think I'm interested in seeing a movie Titanic what can you tell me about it
104,A3UQM89QJ1V6M4,[&#39;Titanic&#39;],look for Titanic
117,AR8O1107OAW4V,[&#39;Titanic&#39;],I'm looking for Titanic
129,ACIZKR30ALBE5,[&#39;Titanic&#39;],Alexa can you please find the Titanic
139,A3IYDY7TO808Z3,[&#39;Titanic&#39;],can you find the Titanic movie for me to watch
153,A2KI7W45F6HRVY,[&#39;Titanic&#39;],can you help me find any movie on Titanic
166,A23FMTVKQEYCMW,[&#39;Titanic&#39;],I would like to watch Titanic
175,A2E8RRV64NGTW4,[&#39;Titanic&#39;],I want to watch the movie Titanic
67,A2B6WQG0A9CKXQ,movieopen Question 1,I'd like to watch a movie now can you find me one
75,A31X9CV1UWZV8Z,movieopen Question 1,I want to watch a highly highly rated romantic movie
87,AFU00NU09CFXE,movieopen Question 1,what are some good Sci-Fi movies that have like natural disasters in them that aren't just really really fake
110,A3UQM89QJ1V6M4,movieopen Question 1,I want to watch a good sci-fi fantasy movie that's rated pretty well over a
123,AR8O1107OAW4V,movieopen Question 1,start movie now
138,ACIZKR30ALBE5,movieopen Question 1,Alexa can you please find me a good science fiction movie
147,A3IYDY7TO808Z3,movieopen Question 1,can you find me the Storm movie to watch
159,A2KI7W45F6HRVY,movieopen Question 1,can you find me a family-oriented movie that I can watch with my three year old
179,A23FMTVKQEYCMW,movieopen Question 1,what is one of the most funny movies that I could watch from the past year
184,A2E8RRV64NGTW4,movieopen Question 1,I would like to watch a movie with Arnold Schwarzenegger in it
69,A2B6WQG0A9CKXQ,movieopen Question 2,I want to watch a movie tonight I'm in the mood for a horror movie
77,A31X9CV1UWZV8Z,movieopen Question 2,I want to watch a movie of superheroes
88,AFU00NU09CFXE,movieopen Question 2,
89,AFU00NU09CFXE,movieopen Question 2,movie that's appropriate for all ages but I don't want something that's animated
111,A3UQM89QJ1V6M4,movieopen Question 2,I would like to find a comedy movie that's popular
124,AR8O1107OAW4V,movieopen Question 2,start movie
141,ACIZKR30ALBE5,movieopen Question 2,Alexis I would like to see a good science fiction movie about space exploration
148,A3IYDY7TO808Z3,movieopen Question 2,can you play the movie A Walk to Remember
160,A2KI7W45F6HRVY,movieopen Question 2,I'm looking for a movie starring George Clooney
185,A2E8RRV64NGTW4,movieopen Question 2,I'm looking for the movie Coraline do you have it to watch
181,A23FMTVKQEYCMW,movieopen Question 2,I want to see the most popular action movie from the last year
71,A2B6WQG0A9CKXQ,movieopen Question 3,I'm in the mood for. Peace can you give me Annabelle movie
79,A31X9CV1UWZV8Z,movieopen Question 3,I want to watch a newly released comedy
90,AFU00NU09CFXE,movieopen Question 3,I'm in the mood for like a crime Thriller something with me please investigations but I think I've seen everything what are some less no movies you can tell me
112,A3UQM89QJ1V6M4,movieopen Question 3,I would like to find a family movie
125,AR8O1107OAW4V,movieopen Question 3,play movie now
143,ACIZKR30ALBE5,movieopen Question 3,Alexa can I please find a good slasher horror film from the 80s
149,A3IYDY7TO808Z3,movieopen Question 3,what movies are currently playing on the American Film Channel
161,A2KI7W45F6HRVY,movieopen Question 3,can you help me find the movie that was made in Ireland
183,A23FMTVKQEYCMW,movieopen Question 3,I would love to see the most popular comedy from 2017
186,A2E8RRV64NGTW4,movieopen Question 3,I'm looking for a sci-fi film from the 90s any sci-fi film